3001,2019-1-7,2019-2-18,10:33,13:00,,,,,,S,
3001,2019-1-7,2019-2-18,08:00,10:27,,,,,,S,
3002,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3003,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3004,2019-1-7,2019-2-18,08:00,10:27,,,,,,S,
3004,2019-1-7,2019-2-18,10:33,13:00,,,,,,S,
3005,2019-1-7,2019-2-18,19:33,22:00,,T,,R,,,
3008,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3009,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3010,2019-1-7,2019-2-18,06:00,10:54,,,,,,,U
3011,2019-1-7,2019-2-18,06:00,10:54,,,,,,,U
3012,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3013,2019-1-7,2019-2-18,19:33,22:00,,T,,R,,,
3014,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3015,2019-1-7,2019-2-18,19:33,22:00,,T,,R,,,
3016,2019-1-7,2019-2-18,06:00,10:54,,,,,,,U
3017,2019-1-7,2019-2-18,06:00,10:54,,,,,,,U
3018,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3019,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3020,2019-1-7,2019-2-3,19:33,22:00,M,,W,,,,
3020,2019-2-5,2019-2-18,19:33,22:00,M,,W,,,,
3021,2019-1-7,2019-2-3,19:33,22:00,M,,W,,,,
3021,2019-2-5,2019-2-18,19:33,22:00,M,,W,,,,
3022,2019-1-7,2019-2-18,08:00,10:27,,,,,,S,
3022,2019-1-7,2019-2-18,10:33,13:00,,,,,,S,
3023,2019-1-7,2019-2-18,10:33,13:00,,,,,,S,
3023,2019-1-7,2019-2-18,08:00,10:27,,,,,,S,
3024,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3026,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3027,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3028,2019-1-7,2019-2-18,19:33,22:00,M,T,,,,,
3029,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3032,2019-1-7,2019-2-18,19:33,22:00,,T,,R,,,
3034,2019-1-7,2019-2-18,08:00,10:27,,,,,,S,
3034,2019-1-7,2019-2-18,10:33,13:00,,,,,,S,
3035,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3036,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3037,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3038,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3039,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3040,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3041,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3042,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3043,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3044,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3045,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3046,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3047,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3048,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3049,2019-1-7,2019-2-18,19:33,22:00,,T,,R,,,
3050,2019-1-7,2019-2-18,19:33,22:00,,T,,R,,,
3051,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3052,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3053,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3054,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3055,2019-1-7,2019-2-18,06:00,10:54,,,,,,,U
3056,2019-1-7,2019-2-16,19:15,21:42,M,,W,,,,
3057,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3058,2019-1-7,2019-2-16,19:15,21:42,M,,W,,,,
3059,2019-1-7,2019-2-16,19:15,21:42,M,,W,,,,
3060,2019-2-6,2019-2-16,19:15,21:42,,T,,R,,,
3060,2019-1-7,2019-2-4,19:15,21:42,,T,,R,,,
3061,2019-1-7,2019-2-16,08:30,13:24,,,,,,S,
3062,2019-1-7,2019-2-16,08:30,13:24,,,,,,S,
3063,2019-1-7,2019-2-18,06:00,10:54,,,,,,,U
3064,2019-2-6,2019-2-16,19:15,21:42,,T,,R,,,
3064,2019-1-7,2019-2-4,19:15,21:42,,T,,R,,,
3065,2019-1-7,2019-2-16,08:30,13:24,,,,,,S,
3067,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3068,2019-1-7,2019-2-18,06:00,10:54,,,,,,,U
3070,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3071,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3072,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3073,2019-1-7,2019-2-18,06:00,10:54,,,,,,,U
3074,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3075,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3076,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3077,2019-1-7,2019-2-18,06:00,10:54,,,,,,,U
3078,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3079,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3080,2019-1-7,2019-2-18,01:00,10:54,,,,,,,U
3081,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3082,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3083,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3084,2019-1-7,2019-2-18,08:00,12:54,,,,,,S,
3085,2019-1-7,2019-2-17,19:33,22:00,M,,W,,,,
3086,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3087,2019-1-7,2019-2-18,06:00,10:54,,,,,,,U
3088,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3089,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3090,2019-1-7,2019-2-18,06:00,10:54,,,,,,,U
3091,2019-1-7,2019-2-18,11:00,15:54,,,,,,,U
3092,2019-1-7,2019-2-18,06:00,10:54,,,,,,,U
3093,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3094,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3095,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3096,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3097,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3098,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3099,2019-1-7,2019-2-18,06:00,10:54,,,,,,,U
3100,2019-1-7,2019-2-18,11:00,15:54,,,,,,,U
3101,2019-1-7,2019-2-18,06:00,10:54,,,,,,,U
3102,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3103,2019-1-7,2019-2-18,06:00,10:54,,,,,,,U
3104,2019-1-7,2019-2-18,06:00,10:54,,,,,,,U
3105,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3106,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3107,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3108,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3110,2019-1-7,2019-2-18,11:00,15:54,,,,,,,U
3111,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3112,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3113,2019-1-7,2019-2-18,06:00,10:54,,,,,,,U
3114,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3115,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3116,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3117,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3118,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3119,2019-1-7,2019-2-18,11:00,15:54,,,,,,,U
3120,2019-1-7,2019-2-18,06:00,10:54,,,,,,,U
3121,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3122,2019-1-7,2019-2-18,11:00,15:54,,,,,,,U
3123,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3124,2019-1-7,2019-2-18,06:00,10:54,,,,,,,U
3125,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3126,2019-1-7,2019-2-18,06:00,10:54,,,,,,,U
3127,2019-1-7,2019-2-18,06:00,10:54,,,,,,,U
3128,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3129,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3130,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3131,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3132,2019-1-7,2019-2-8,19:33,22:00,,T,,R,,,
3132,2019-2-9,2019-2-9,17:06,22:00,,,,,,S,
3133,2019-2-9,2019-2-9,17:06,22:00,,,,,,S,
3133,2019-1-7,2019-2-8,19:33,22:00,,T,,R,,,
3134,2019-2-9,2019-2-9,17:06,22:00,,,,,,S,
3134,2019-1-7,2019-2-8,19:33,22:00,,T,,R,,,
3135,2019-1-7,2019-2-1,19:33,22:00,M,,W,,,,
3135,2019-2-9,2019-2-9,12:06,17:00,,,,,,S,
3135,2019-2-5,2019-2-8,19:33,22:00,,,W,,,,
3136,2019-1-7,2019-2-1,19:33,22:00,M,,W,,,,
3136,2019-2-5,2019-2-8,19:33,22:00,,,W,,,,
3136,2019-2-9,2019-2-9,12:06,17:00,,,,,,S,
3138,2019-1-7,2019-2-18,07:00,11:54,,,,,,S,
3139,2019-1-9,2019-2-18,19:33,22:00,M,,W,,,,
3139,2019-1-7,2019-1-8,19:33,22:00,M,,,,,,
3141,2019-1-7,2019-2-18,19:33,22:00,M,,W,,,,
3143,2019-1-7,2019-2-18,19:33,22:00,M,,W,,,,
3144,2019-1-7,2019-2-18,19:33,22:00,M,,W,,,,
3145,2019-1-7,2019-2-18,19:33,22:00,M,,W,,,,
3149,2019-1-7,2019-2-18,19:33,22:00,M,,W,,,,
3150,2019-1-7,2019-2-18,19:33,22:00,M,,W,,,,
3151,2019-1-7,2019-2-18,07:00,11:54,,,,,,S,
3152,2019-1-7,2019-2-18,19:33,22:00,M,,W,,,,
3153,2019-1-7,2019-2-18,19:33,22:00,M,,W,,,,
3154,2019-1-7,2019-2-18,19:33,22:00,M,,W,,,,
3155,2019-1-7,2019-2-18,19:33,22:00,M,,W,,,,
3157,2019-1-7,2019-2-18,19:33,22:00,,T,,R,,,
3158,2019-1-7,2019-2-18,19:33,22:00,,T,,R,,,
3159,2019-1-7,2019-2-18,19:33,22:00,,T,,R,,,
3161,2019-1-7,2019-2-18,19:33,22:00,,T,,R,,,
3164,2019-1-7,2019-2-18,19:33,22:00,,T,,R,,,
3166,2019-1-7,2019-2-18,19:33,22:00,,T,,R,,,
3167,2019-1-7,2019-2-18,19:33,22:00,,T,,R,,,
3168,2019-1-7,2019-2-18,19:33,22:00,,T,,R,,,
3169,2019-1-7,2019-2-18,19:33,22:00,,T,,R,,,
3170,2019-1-7,2019-2-18,19:33,22:00,,T,,R,,,
3171,2019-1-7,2019-2-18,19:33,22:00,M,,W,,,,
3173,2019-1-7,2019-2-18,07:00,11:54,,,,,,S,
3174,2019-1-7,2019-2-18,07:00,11:54,,,,,,S,
3176,2019-1-7,2019-2-18,07:00,11:54,,,,,,S,
3177,2019-1-7,2019-2-18,07:00,11:54,,,,,,S,
3178,2019-1-7,2019-2-18,07:00,11:54,,,,,,S,
3180,2019-1-7,2019-2-18,07:00,11:54,,,,,,S,
3181,2019-1-7,2019-2-18,07:00,11:54,,,,,,S,
3182,2019-1-7,2019-2-18,07:00,11:54,,,,,,S,
3185,2019-1-7,2019-2-18,07:00,11:54,,,,,,S,
3186,2019-1-7,2019-2-18,07:00,11:54,,,,,,S,
3187,2019-1-7,2019-2-18,07:00,11:54,,,,,,S,
3188,2019-1-7,2019-2-18,12:30,17:24,,,,,,S,
3189,2019-1-7,2019-2-18,12:30,17:24,,,,,,S,
3190,2019-1-7,2019-2-18,12:30,17:24,,,,,,S,
3191,2019-1-7,2019-2-18,12:30,17:24,,,,,,S,
3192,2019-1-7,2019-2-18,12:30,17:24,,,,,,S,
3193,2019-1-7,2019-2-18,12:30,17:24,,,,,,S,
3194,2019-1-7,2019-2-18,19:33,22:00,M,,W,,,,
3195,2019-1-7,2019-2-18,19:33,22:00,M,,W,,,,
3196,2019-1-7,2019-2-18,19:33,22:00,,T,,R,,,
3197,2019-1-7,2019-2-18,19:33,22:00,,T,,R,,,
3198,2019-1-7,2019-2-18,19:33,22:00,,T,,R,,,
3199,2019-1-7,2019-2-18,07:00,11:54,,,,,,S,
3200,2019-1-7,2019-2-18,07:00,11:54,,,,,,S,
3201,2019-1-7,2019-2-18,07:00,11:54,,,,,,S,
3202,2019-1-7,2019-2-18,12:30,17:24,,,,,,S,
3203,2019-1-7,2019-2-18,12:30,17:24,,,,,,S,
3204,2019-1-7,2019-2-18,17:00,21:54,,,,,F,,
3205,2019-1-7,2019-2-18,08:00,12:54,,,,,,S,
3206,2019-1-7,2019-2-18,08:00,12:54,,,,,,S,
3207,2019-1-7,2019-2-3,19:33,22:00,M,,W,,,,
3207,2019-2-5,2019-2-18,19:33,22:00,M,,W,,,,
3208,2019-1-7,2019-2-18,19:30,21:57,,T,,R,,,
3210,2019-1-7,2019-2-18,08:00,12:54,,,,,,S,
3212,2019-1-7,2019-2-18,10:33,13:00,,,,,,S,
3212,2019-1-7,2019-2-18,08:00,10:27,,,,,,S,
3213,2019-1-7,2019-2-18,19:30,21:57,,T,,R,,,
3214,2019-1-7,2019-2-18,08:00,12:54,,,,,,S,
3215,2019-1-7,2019-2-3,19:33,22:00,M,,W,,,,
3215,2019-2-5,2019-2-18,19:33,22:00,M,,W,,,,
3216,2019-1-7,2019-2-18,10:33,13:00,,,,,,S,
3216,2019-1-7,2019-2-18,08:00,10:27,,,,,,S,
3217,2019-1-7,2019-2-3,19:33,22:00,M,,W,,,,
3218,2019-1-7,2019-2-18,19:33,22:00,,T,,R,,,
3219,2019-1-7,2019-2-3,19:30,21:57,,T,,R,,,
3219,2019-2-5,2019-2-18,19:00,21:57,,T,,R,,,
3220,2019-1-7,2019-2-3,08:00,12:54,,,,,,S,
3220,2019-2-5,2019-2-18,08:00,12:54,,,,,,S,
3221,2019-1-7,2019-2-3,19:30,21:57,M,,W,,,,
3221,2019-2-5,2019-2-18,19:30,21:57,M,,W,,,,
3222,2019-2-5,2019-2-18,19:00,21:57,,,,,F,,
3222,2019-1-7,2019-2-3,19:00,21:57,,,,,F,,
3222,2019-2-5,2019-2-18,13:00,14:57,,,,,,S,
3222,2019-1-7,2019-2-3,13:00,14:57,,,,,,S,
3224,2019-1-7,2019-2-3,19:30,21:57,M,,W,,,,
3224,2019-2-5,2019-2-18,19:30,21:57,M,,W,,,,
3225,2019-2-5,2019-2-18,19:30,21:57,,T,,R,,,
3225,2019-1-7,2019-2-3,19:30,21:57,,T,,R,,,
3226,2019-1-7,2019-2-3,08:00,12:54,,,,,,S,
3226,2019-2-5,2019-2-18,08:00,12:54,,,,,,S,
3227,2019-2-5,2019-2-18,13:00,14:57,,,,,,S,
3227,2019-2-5,2019-2-18,19:00,21:57,,,,,F,,
3227,2019-1-7,2019-2-3,13:00,14:57,,,,,,S,
3227,2019-1-7,2019-2-3,19:00,21:57,,,,,F,,
3228,2019-2-5,2019-2-18,08:00,12:54,,,,,,S,
3228,2019-1-7,2019-2-3,08:00,12:54,,,,,,S,
3229,2019-1-7,2019-2-3,13:00,14:57,,,,,,S,
3229,2019-2-5,2019-2-18,13:00,14:57,,,,,,S,
3229,2019-1-7,2019-2-3,19:00,21:57,,,,,F,,
3229,2019-2-5,2019-2-18,19:00,21:57,,,,,F,,
3231,2019-2-5,2019-2-18,08:00,12:54,,,,,,S,
3231,2019-1-7,2019-2-3,08:00,12:54,,,,,,S,
3234,2019-2-5,2019-2-18,13:00,14:57,,,,,,S,
3234,2019-1-7,2019-2-3,19:00,21:57,,,,,F,,
3234,2019-1-7,2019-2-3,13:00,14:57,,,,,,S,
3234,2019-2-5,2019-2-18,19:00,21:57,,,,,F,,
3235,2019-2-5,2019-2-18,19:30,21:57,M,,W,,,,
3235,2019-1-7,2019-2-3,19:30,21:57,M,,W,,,,
3236,2019-1-7,2019-2-3,19:30,21:57,M,,W,,,,
3236,2019-2-5,2019-2-18,19:30,21:57,M,,W,,,,
3237,2019-1-7,2019-2-3,19:30,21:57,,T,,R,,,
3237,2019-2-5,2019-2-18,19:30,21:57,,T,,R,,,
3238,2019-2-5,2019-2-18,08:00,12:54,,,,,,S,
3238,2019-1-7,2019-2-3,08:00,12:54,,,,,,S,
3239,2019-1-7,2019-2-3,19:30,21:57,M,,W,,,,
3239,2019-2-5,2019-2-18,19:30,21:57,M,,W,,,,
3241,2019-2-5,2019-2-18,19:33,22:00,M,,W,,,,
3241,2019-1-7,2019-2-3,19:33,22:00,M,,W,,,,
3242,2019-1-7,2019-2-18,08:00,12:54,,,,,,S,
3243,2019-1-7,2019-2-18,19:33,22:00,,T,,R,,,
3244,2019-1-7,2019-2-18,19:33,22:00,,T,,R,,,
3245,2019-1-7,2019-2-18,15:00,19:54,,,,,F,,
3246,2019-1-7,2019-2-3,19:33,22:00,M,,W,,,,
3246,2019-2-5,2019-2-18,19:33,22:00,M,,W,,,,
3247,2019-2-5,2019-2-18,19:33,22:00,M,,W,,,,
3247,2019-1-7,2019-2-3,19:33,22:00,M,,W,,,,
3249,2019-1-7,2019-2-18,19:33,22:00,,T,,R,,,
3250,2019-1-7,2019-2-18,19:33,22:00,,T,,R,,,
3251,2019-2-5,2019-2-18,19:33,22:00,M,,W,,,,
3251,2019-1-7,2019-2-3,19:33,22:00,M,,W,,,,
3253,2019-1-7,2019-2-18,17:00,19:27,,T,,R,,,
3254,2019-1-7,2019-2-3,17:00,19:27,M,,W,,,,
3254,2019-2-5,2019-2-18,17:00,19:27,M,,W,,,,
3255,2019-1-7,2019-2-18,08:00,12:54,,,,,,S,
3256,2019-1-7,2019-2-18,19:33,22:00,,T,,R,,,
3257,2019-2-5,2019-2-18,19:33,22:00,M,,W,,,,
3257,2019-1-7,2019-2-3,19:33,22:00,M,,W,,,,
3258,2019-1-7,2019-2-18,19:30,22:00,,T,,R,,,
3259,2019-2-5,2019-2-18,19:33,22:00,M,,W,,,,
3259,2019-1-7,2019-2-3,19:33,22:00,M,,W,,,,
3261,2019-1-7,2019-2-18,19:33,22:00,,T,,R,,,
3262,2019-1-7,2019-2-18,15:00,19:54,,,,,F,,
3264,2019-1-7,2019-2-18,17:00,19:30,,T,,R,,,
3265,2019-1-7,2019-2-18,19:33,22:00,,T,,R,,,
3266,2019-1-7,2019-2-18,08:00,12:54,,,,,,S,
3267,2019-1-7,2019-2-18,19:33,22:00,,T,,,,,
3267,2019-1-7,2019-2-18,19:41,22:08,,,,R,,,
3268,2019-1-7,2019-2-18,19:33,22:00,,T,,,,,
3268,2019-1-7,2019-2-18,19:41,22:08,,,,R,,,
3269,2019-1-7,2019-2-3,17:00,19:27,M,,,R,,,
3269,2019-2-5,2019-2-18,17:00,19:27,M,,,R,,,
3270,2019-1-7,2019-2-3,17:00,19:27,M,,,R,,,
3270,2019-2-5,2019-2-18,17:00,19:27,M,,,R,,,
3271,2019-1-7,2019-2-18,08:00,12:54,,,,,,S,
3272,2019-1-7,2019-2-18,08:00,12:54,,,,,,S,
3273,2019-1-7,2019-2-18,08:00,12:54,,,,,,S,
3274,2019-2-16,2019-2-16,08:00,12:54,,,,,,S,
3274,2019-1-7,2019-2-10,19:33,22:00,,T,,,F,,
3275,2019-1-7,2019-2-10,19:33,22:00,,T,,,F,,
3275,2019-2-16,2019-2-16,08:00,12:54,,,,,,S,
3277,2019-1-7,2019-2-18,08:00,12:54,,,,,,S,
3281,2019-1-7,2019-2-18,08:00,12:54,,,,,,S,
3287,2019-2-16,2019-2-16,08:00,12:54,,,,,,S,
3287,2019-1-7,2019-2-8,19:33,22:00,,T,,R,,,
3289,2019-1-7,2019-2-3,19:33,22:00,M,,W,,,,
3289,2019-2-16,2019-2-16,08:00,10:27,,,,,,S,
3289,2019-2-5,2019-2-10,19:33,22:00,,,W,,,,
3289,2019-2-5,2019-2-18,19:33,22:00,M,,,,,,
3290,2019-1-7,2019-2-18,08:00,12:54,,,,,,S,
3291,2019-2-5,2019-2-11,19:33,22:00,M,,,,F,,
3291,2019-1-7,2019-2-3,19:33,22:00,M,,,,F,,
3291,2019-2-16,2019-2-16,08:00,12:54,,,,,,S,
3292,2019-2-16,2019-2-16,18:00,22:54,,,,,,S,
3292,2019-1-7,2019-2-10,19:33,22:00,,T,,R,,,
3293,2019-2-16,2019-2-16,13:00,17:54,,,,,,S,
3293,2019-2-9,2019-2-9,08:00,12:54,,,,,,S,
3293,2019-1-7,2019-2-3,19:33,22:00,M,,W,,,,
3295,2019-1-7,2019-2-18,08:00,12:54,,,,,,S,
3296,2019-1-7,2019-2-18,19:33,22:00,,T,,R,,,
3297,2019-1-7,2019-2-18,07:00,11:54,,,,,,S,
3298,2019-1-7,2019-2-18,12:30,17:24,,,,,,S,
3299,2019-1-7,2019-2-18,12:30,17:24,,,,,,S,
3300,2019-1-7,2019-2-18,07:00,11:54,,,,,,S,
3301,2019-1-7,2019-2-18,19:33,22:00,M,,W,,,,
3307,2019-1-7,2019-2-8,19:33,22:00,,T,,R,,,
3307,2019-2-9,2019-2-9,07:06,12:00,,,,,,S,
3308,2019-2-9,2019-2-9,07:06,12:00,,,,,,S,
3308,2019-1-7,2019-2-8,19:33,22:00,,T,,R,,,
3309,2019-1-7,2019-2-18,07:00,11:54,,,,,,S,
3310,2019-1-7,2019-2-18,12:30,17:24,M,T,W,R,F,,
3313,2019-1-7,2019-2-18,06:00,10:54,,,,,,,U
3314,2019-1-7,2019-2-18,06:00,10:54,,,,,,,U
3315,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3316,2019-1-7,2019-2-18,01:00,05:54,,,,,,,U
3317,2019-1-7,2019-2-18,06:00,10:54,,,,,,,U
3318,2019-1-7,2019-2-18,19:30,21:57,,T,,R,,,
3319,2019-1-7,2019-2-18,08:00,12:54,,,,,,S,
3320,2019-1-7,2019-2-18,12:30,17:24,,,,,,S,
3321,2019-1-7,2019-2-18,07:00,11:54,,,,,,S,
3322,2019-1-7,2019-2-18,10:33,13:00,,,,,,S,
3322,2019-1-7,2019-2-18,08:00,10:27,,,,,,S,
3324,2019-1-7,2019-2-3,19:30,21:57,,T,,R,,,
3324,2019-2-5,2019-2-18,19:30,21:57,,T,,R,,,
3325,2019-1-7,2019-2-18,07:00,11:54,,,,,,S,
3326,2019-1-7,2019-2-18,08:00,12:54,,,,,,S,